N,P,K,temperature,humidity,ph,rainfall,label
29.4,141.0,205.0,24.42,83.19,5.7,69.56,grapes
29.2,133.6,201.0,27.24,82.98,5.64,67.18,grapes
27.8,130.8,203.2,20.35,81.79,6.29,69.1,grapes
31.8,131.7,200.8,24.09,83.83,5.54,68.91,grapes
31.2,135.7,204.5,23.44,85.46,5.8,73.99,grapes
33.3,127.0,200.9,24.8,83.75,5.93,69.08,grapes
35.5,131.9,202.5,24.1,85.83,5.8,68.16,grapes
36.1,129.8,204.8,28.57,82.19,5.46,69.94,grapes
30.4,139.5,204.8,22.26,84.1,6.23,73.22,grapes
32.0,120.8,199.5,20.38,82.09,6.29,70.92,grapes
34.6,134.6,196.1,14.92,82.8,5.94,67.07,grapes
23.2,128.1,199.4,27.66,82.88,6.48,66.89,grapes
33.5,132.8,202.1,23.25,84.64,6.09,67.96,grapes
30.0,131.1,201.5,20.28,82.44,6.12,70.1,grapes
35.4,137.1,200.0,25.87,83.09,6.12,64.52,grapes
28.8,123.6,203.8,24.76,82.11,6.27,71.27,grapes
25.5,132.1,199.0,18.02,81.12,5.94,69.66,grapes
24.1,139.4,199.7,25.15,83.3,5.76,71.37,grapes
28.5,127.1,201.7,30.97,83.95,6.28,68.44,grapes
23.6,141.4,205.0,31.17,81.83,5.65,66.8,grapes
23.3,131.9,204.8,24.43,83.1,6.41,68.79,grapes
38.1,144.5,199.6,22.69,83.89,5.9,66.53,grapes
35.1,139.8,200.5,19.95,80.04,6.03,68.5,grapes
97.3,21.6,52.2,26.88,83.02,6.4,53.04,watermelon
103.6,23.6,51.3,27.35,86.08,6.82,48.71,watermelon
100.1,21.1,54.8,26.23,84.83,6.91,41.23,watermelon
88.6,20.2,50.0,26.11,85.13,6.67,46.74,watermelon
104.6,21.5,53.7,27.51,85.49,6.58,43.91,watermelon
95.7,16.7,53.2,24.89,86.59,6.5,49.29,watermelon
102.0,15.9,48.7,23.8,84.5,6.36,47.94,watermelon
103.3,20.1,50.7,26.5,86.15,6.41,48.15,watermelon
102.5,19.8,54.2,26.69,83.92,6.47,52.68,watermelon
108.5,21.3,49.8,24.25,83.0,6.58,51.37,watermelon
91.2,17.7,51.9,24.35,87.21,6.39,55.03,watermelon
95.7,13.4,48.6,25.4,84.22,6.44,51.34,watermelon
98.6,17.2,44.9,25.89,84.82,6.98,46.24,watermelon
85.5,20.0,51.0,24.49,81.94,6.96,55.66,watermelon
80.1,15.7,55.0,25.02,84.02,6.42,45.52,watermelon
86.4,21.7,44.5,25.75,86.77,6.06,46.3,watermelon
109.7,19.6,48.1,26.7,87.41,6.58,46.4,watermelon
96.7,18.6,49.4,26.44,81.94,6.05,50.72,watermelon
96.1,15.0,44.7,25.52,84.89,6.7,50.28,watermelon
98.9,22.2,46.1,26.04,81.66,6.25,45.15,watermelon
106.3,17.2,50.0,24.39,84.4,6.27,51.53,watermelon
92.1,22.8,45.0,24.69,88.35,6.37,44.74,watermelon
101.8,15.6,47.5,24.4,90.54,6.42,42.3,watermelon
111.9,19.9,47.7,24.57,86.35,6.43,42.3,watermelon
114.3,15.8,54.5,26.78,83.0,6.81,47.39,watermelon
85.1,15.8,51.2,25.04,84.39,6.84,50.43,watermelon
93.3,20.3,50.6,22.98,85.86,6.62,50.08,watermelon
107.1,14.8,51.0,23.93,85.81,7.09,46.02,watermelon
93.9,14.7,50.4,24.44,85.84,6.75,52.14,watermelon
85.9,21.5,52.8,26.33,85.75,6.57,54.13,watermelon
115.4,13.7,53.2,25.41,84.74,6.04,48.86,watermelon
92.0,15.6,46.7,25.05,84.19,6.53,43.54,watermelon
88.4,18.9,47.6,26.57,85.45,6.68,55.64,watermelon
97.5,15.2,52.6,26.01,84.63,6.92,49.15,watermelon
100.3,17.6,47.2,25.58,87.79,6.63,50.12,watermelon
98.7,18.8,52.2,26.11,84.34,6.6,51.92,watermelon
91.9,18.2,43.5,25.98,86.32,6.72,48.42,watermelon
102.5,23.2,54.2,25.47,85.28,6.83,44.0,watermelon
97.4,22.8,52.9,25.87,81.99,6.49,47.64,watermelon
102.6,14.3,46.9,23.44,87.44,6.38,50.63,watermelon
100.0,13.2,46.2,24.49,83.55,6.61,46.82,watermelon
114.0,21.6,52.4,25.38,88.03,6.43,49.87,watermelon
101.4,20.3,51.9,25.02,83.93,6.69,52.86,watermelon
96.9,11.2,49.4,26.12,88.61,6.14,48.29,watermelon
96.9,22.9,49.9,24.59,86.12,6.38,45.1,watermelon
92.9,24.4,51.2,25.61,84.5,6.59,51.12,watermelon
102.3,18.0,52.6,25.52,83.04,6.32,42.08,watermelon
116.2,21.0,47.5,25.22,83.73,6.96,44.32,watermelon
100.9,17.1,52.5,25.4,81.48,6.42,46.11,watermelon
100.6,23.2,44.8,24.7,83.89,6.39,52.96,watermelon
98.6,19.2,48.1,25.73,86.56,6.28,53.13,watermelon
100.4,21.7,49.4,25.88,84.92,6.47,51.04,watermelon
104.3,12.5,54.3,23.64,83.63,6.47,51.65,watermelon
112.6,10.1,48.5,23.37,85.06,6.58,56.36,watermelon
101.0,21.7,51.8,25.06,82.18,6.58,44.03,watermelon
110.4,16.9,53.6,25.02,85.54,6.56,49.82,watermelon
96.5,19.1,47.2,24.29,87.49,6.72,50.26,watermelon
113.3,16.4,54.0,25.68,82.95,7.05,53.96,watermelon
99.0,20.4,48.8,26.33,80.22,6.19,53.92,watermelon
98.0,18.3,46.0,27.35,87.38,6.44,48.38,watermelon
108.2,25.4,52.9,27.67,83.16,6.25,45.24,watermelon
103.5,18.2,49.5,26.31,87.46,6.04,47.61,watermelon
106.6,15.6,47.6,26.52,82.42,6.41,51.31,watermelon
95.4,20.6,48.3,26.91,84.75,6.7,52.98,watermelon
95.0,9.3,51.1,25.57,86.11,6.43,48.28,watermelon
116.1,11.6,52.2,24.93,84.33,6.4,46.79,watermelon
104.6,23.1,51.4,25.6,83.03,6.66,58.63,watermelon
97.0,16.0,48.3,25.01,79.51,6.62,46.62,watermelon
87.1,20.5,46.8,25.16,87.93,6.08,43.87,watermelon
102.2,22.1,45.3,25.91,86.16,5.88,53.19,watermelon
107.0,16.3,53.8,26.64,85.21,6.36,46.11,watermelon
99.7,19.8,49.0,23.3,87.54,6.56,48.48,watermelon
106.9,23.6,41.6,25.93,82.15,6.65,50.51,watermelon
105.1,15.5,44.4,25.05,85.81,6.8,45.31,watermelon
108.2,14.9,51.1,24.99,85.36,6.77,45.09,watermelon
94.6,18.2,57.2,24.64,89.08,7.1,49.61,watermelon
97.6,14.7,49.8,24.09,84.85,6.95,47.56,watermelon
98.1,10.7,51.1,25.76,85.13,6.43,48.83,watermelon
104.0,17.4,50.9,25.71,87.25,6.7,50.77,watermelon
112.1,19.2,53.9,26.11,81.32,6.89,50.54,watermelon
99.6,18.6,49.0,25.73,83.82,6.88,49.55,watermelon
96.9,13.8,50.8,25.69,85.78,6.19,43.6,watermelon
105.0,23.4,46.9,27.09,85.57,6.5,48.41,watermelon
88.9,21.5,47.7,24.72,86.98,5.94,43.91,watermelon
99.9,18.7,51.5,25.2,90.06,6.43,49.08,watermelon
93.6,18.0,51.8,26.7,82.02,6.43,51.79,watermelon
104.7,17.5,51.6,24.69,88.12,6.8,44.62,watermelon
91.4,13.3,52.0,24.22,84.34,6.64,49.74,watermelon
102.1,13.2,51.8,24.89,84.35,6.57,50.41,watermelon
100.2,14.5,49.1,25.5,82.25,6.36,51.55,watermelon
89.8,22.1,53.8,24.25,87.72,6.46,51.67,watermelon
96.0,21.2,51.2,24.69,82.67,6.06,50.75,watermelon
104.6,20.1,49.6,24.34,83.64,6.85,48.06,watermelon
101.1,13.2,51.0,25.04,87.09,6.73,48.02,watermelon
99.0,15.3,45.7,24.64,85.4,6.6,50.59,watermelon
97.6,21.2,50.2,26.2,81.45,5.32,51.14,watermelon
88.6,16.7,49.1,27.09,85.8,6.55,53.35,watermelon
102.9,15.7,53.2,24.39,85.65,6.04,50.82,watermelon
101.5,24.2,45.3,24.9,86.65,6.6,50.72,watermelon
92.4,15.1,53.7,25.45,85.75,6.47,45.27,watermelon
107.5,19.5,56.9,27.48,93.73,6.14,25.47,muskmelon
107.8,9.2,49.4,27.94,91.45,6.48,28.36,muskmelon
98.9,18.3,50.3,28.5,90.87,6.62,25.89,muskmelon
103.2,14.3,48.6,28.32,90.2,6.06,23.2,muskmelon
104.2,14.9,46.9,27.69,91.82,6.33,31.5,muskmelon
108.4,21.6,53.5,27.5,90.67,6.18,29.0,muskmelon
95.6,12.5,48.7,28.26,92.9,6.45,22.52,muskmelon
105.5,14.9,49.5,29.19,91.54,6.29,26.78,muskmelon
93.1,16.0,51.7,30.55,93.41,6.49,26.59,muskmelon
91.4,18.0,49.9,28.82,92.67,6.48,24.07,muskmelon
100.5,12.6,49.0,29.89,92.98,6.4,30.69,muskmelon
89.1,13.1,55.1,28.55,92.14,6.16,26.34,muskmelon
104.4,13.1,49.6,28.16,92.88,6.18,28.76,muskmelon
107.3,16.0,49.4,28.36,91.33,6.31,24.19,muskmelon
112.9,21.3,52.8,28.87,90.82,6.39,27.91,muskmelon
89.9,20.0,57.0,29.56,94.62,6.44,27.9,muskmelon
94.3,20.7,52.0,28.79,94.47,6.29,24.44,muskmelon
100.8,13.4,50.7,26.78,94.07,6.41,23.44,muskmelon
93.3,16.6,52.1,29.05,91.44,6.23,26.97,muskmelon
94.2,17.7,50.4,28.81,93.79,6.15,20.0,muskmelon
95.5,24.7,56.1,30.33,92.21,6.04,20.0,muskmelon
95.1,16.7,53.9,29.37,92.84,6.22,22.12,muskmelon
102.0,20.3,51.2,27.47,93.48,6.49,21.79,muskmelon
93.7,20.3,49.3,30.09,93.25,6.3,24.97,muskmelon
100.5,14.6,47.3,29.2,93.77,6.52,29.55,muskmelon
95.7,24.2,47.3,27.49,89.86,6.31,23.49,muskmelon
104.2,18.5,46.4,28.11,91.94,6.04,22.06,muskmelon
93.8,23.2,50.6,29.16,90.25,6.64,28.9,muskmelon
84.0,14.7,51.5,29.14,91.48,6.34,23.21,muskmelon
100.9,22.3,47.7,29.5,91.33,6.23,27.46,muskmelon
107.4,20.9,46.1,28.03,93.73,6.41,21.78,muskmelon
103.7,14.6,55.4,30.04,93.41,6.67,25.19,muskmelon
106.1,23.4,50.7,28.24,89.94,6.38,27.47,muskmelon
107.6,19.5,48.4,26.52,91.76,6.34,24.06,muskmelon
104.9,25.4,50.4,28.28,92.11,6.42,22.52,muskmelon
101.0,19.3,50.6,28.96,93.15,6.05,26.91,muskmelon
94.6,13.1,46.7,28.93,92.17,6.06,26.43,muskmelon
88.5,18.1,50.7,29.39,95.17,6.13,24.84,muskmelon
97.8,19.2,50.6,28.15,91.84,6.18,27.96,muskmelon
103.7,21.2,49.1,27.84,90.88,6.47,21.88,muskmelon
114.8,12.3,50.8,30.07,93.4,6.44,22.09,muskmelon
88.9,20.6,54.5,28.06,90.79,5.91,22.06,muskmelon
99.1,23.9,52.0,28.81,91.9,6.28,29.22,muskmelon
101.6,9.1,48.0,27.64,91.68,6.51,24.68,muskmelon
99.4,22.8,47.9,30.36,91.49,6.42,24.16,muskmelon
101.0,19.3,51.3,27.75,90.82,6.9,23.55,muskmelon
105.6,11.1,49.2,28.37,93.21,5.86,25.5,muskmelon
90.8,18.8,46.9,27.64,92.09,6.19,23.57,muskmelon
90.5,10.2,53.1,27.2,92.23,6.55,23.16,muskmelon
93.4,18.4,53.4,27.33,92.27,6.05,23.82,muskmelon
100.3,14.1,48.6,27.09,92.62,6.61,21.71,muskmelon
95.0,19.5,53.6,27.01,92.25,6.46,24.69,muskmelon
80.2,19.5,54.6,28.62,90.95,6.3,30.31,muskmelon
107.3,20.1,51.1,27.84,92.2,6.38,26.65,muskmelon
112.1,22.0,45.7,28.72,93.61,6.52,23.11,muskmelon
123.3,12.4,46.8,28.73,95.68,6.23,24.2,muskmelon
108.6,17.4,49.0,29.07,92.91,6.61,28.87,muskmelon
102.5,18.7,50.6,28.99,92.58,6.4,28.59,muskmelon
112.1,11.5,50.0,27.81,92.03,6.48,27.01,muskmelon
99.1,9.8,47.1,29.4,88.39,6.64,26.56,muskmelon
110.5,16.7,43.8,28.93,94.41,6.58,23.01,muskmelon
100.7,15.4,47.5,29.46,90.7,6.22,21.69,muskmelon
88.1,18.1,53.5,28.32,90.24,6.57,30.06,muskmelon
94.8,15.6,51.5,30.12,91.72,6.13,26.89,muskmelon
106.4,17.5,48.3,29.49,93.29,6.25,25.15,muskmelon
89.2,20.2,49.2,28.06,92.45,6.41,27.68,muskmelon
104.7,16.9,52.3,28.9,91.86,6.38,24.56,muskmelon
104.0,16.0,48.8,30.47,93.91,6.25,26.71,muskmelon
100.9,19.1,50.4,29.69,93.02,6.39,28.13,muskmelon
101.9,18.0,50.9,28.41,92.51,6.28,22.75,muskmelon
92.0,11.9,47.4,28.33,92.65,6.35,20.0,muskmelon
112.6,21.8,51.3,30.41,91.03,6.78,22.1,muskmelon
101.9,12.4,50.0,28.89,92.27,6.54,25.3,muskmelon
95.8,15.2,52.4,27.85,93.87,6.64,20.0,muskmelon
109.1,25.7,50.8,29.1,94.06,6.34,25.55,muskmelon
89.5,18.1,51.5,29.02,94.1,6.25,23.4,muskmelon
115.2,16.9,50.6,28.43,91.27,6.72,23.42,muskmelon
91.0,15.7,44.0,27.85,91.05,6.52,22.98,muskmelon
107.1,23.1,52.3,28.28,92.71,6.1,24.6,muskmelon
93.1,20.3,57.7,29.0,89.51,6.33,25.37,muskmelon
100.7,14.6,50.7,27.26,91.08,6.53,21.95,muskmelon
104.3,12.0,55.3,27.73,92.16,6.47,23.3,muskmelon
101.1,19.8,52.9,29.29,92.24,6.37,32.05,muskmelon
107.6,13.8,50.3,28.16,92.3,6.15,23.76,muskmelon
114.5,19.8,42.5,29.72,94.13,6.33,27.15,muskmelon
93.1,15.6,54.5,28.23,89.7,6.39,24.76,muskmelon
109.6,17.6,48.7,29.55,92.68,6.25,28.46,muskmelon
101.5,17.5,50.5,27.43,91.71,6.4,24.42,muskmelon
110.2,18.4,52.6,28.51,94.08,6.48,25.04,muskmelon
99.9,13.7,51.5,28.46,91.75,6.62,21.25,muskmelon
96.6,21.6,50.9,28.45,92.88,6.44,20.45,muskmelon
97.2,24.0,48.0,28.18,91.69,6.38,23.25,muskmelon
103.9,18.3,52.3,27.45,91.99,6.35,26.37,muskmelon
93.7,21.2,53.6,27.51,91.76,6.29,32.9,muskmelon
96.6,24.2,46.2,27.51,91.47,6.23,24.2,muskmelon
94.3,14.2,53.5,29.72,93.92,6.5,25.28,muskmelon
96.0,13.7,51.1,27.33,91.01,6.63,30.7,muskmelon
103.1,21.9,49.3,27.16,93.42,6.51,25.22,muskmelon
98.1,21.3,47.0,27.73,90.99,6.42,21.74,muskmelon
94.5,14.7,49.2,27.01,92.63,6.65,25.41,muskmelon
26.2,139.2,202.3,22.57,92.53,6.23,110.54,apple
12.5,135.0,196.6,21.54,92.5,5.97,105.44,apple
20.7,137.3,196.6,23.77,90.16,6.64,110.44,apple
20.6,123.0,199.8,22.73,92.37,5.83,107.77,apple
24.5,132.7,204.6,21.97,91.85,6.24,104.39,apple
15.1,138.0,196.5,20.68,95.3,5.58,113.42,apple
20.3,118.4,199.2,22.95,93.03,6.27,110.56,apple
22.9,129.1,195.8,21.2,90.31,6.3,104.93,apple
21.1,131.2,199.7,23.86,91.84,6.18,112.69,apple
19.4,144.0,195.7,23.79,93.48,5.86,120.65,apple
12.6,129.9,196.4,22.91,90.83,6.13,111.57,apple
18.1,134.4,199.2,21.41,96.7,5.85,101.41,apple
16.6,126.2,202.5,22.82,93.1,5.89,111.1,apple
18.5,132.1,202.5,22.84,93.25,6.15,116.92,apple
21.2,134.3,203.6,21.83,91.22,5.64,113.41,apple
12.6,134.8,199.7,23.63,91.49,5.94,118.11,apple
25.5,129.1,200.5,22.79,93.06,5.92,118.91,apple
12.4,130.4,201.3,22.96,94.53,6.36,111.07,apple
25.2,128.9,202.8,24.31,94.32,6.03,110.84,apple
13.9,134.1,196.7,21.71,90.71,5.86,112.36,apple
21.1,129.5,203.2,22.29,91.32,6.07,122.32,apple
21.3,130.7,195.4,22.28,92.85,5.88,104.17,apple
16.6,139.8,204.3,21.61,93.51,5.65,119.52,apple
21.0,137.2,194.9,23.18,92.49,6.26,117.07,apple
20.3,129.5,202.3,22.44,91.19,5.72,105.11,apple
18.0,138.0,200.5,21.97,93.71,5.75,112.98,apple
19.3,136.4,195.3,21.65,90.04,5.92,118.56,apple
18.0,129.9,202.6,23.57,92.37,6.21,107.12,apple
25.5,143.2,201.6,20.42,91.66,6.18,110.39,apple
25.1,135.4,197.9,22.53,91.16,5.95,109.73,apple
24.7,143.1,195.7,20.58,92.13,5.54,112.73,apple
23.0,140.0,200.6,22.31,89.53,6.01,112.86,apple
22.6,129.0,198.7,21.02,89.06,5.67,104.65,apple
21.3,129.9,198.4,21.52,87.65,6.45,107.5,apple
18.4,125.2,202.9,22.64,91.26,5.88,120.89,apple
19.7,131.6,197.2,20.61,92.26,6.1,118.0,apple
11.0,126.9,198.3,22.5,92.28,5.96,114.54,apple
16.4,137.2,201.3,22.18,94.9,6.47,117.16,apple
7.9,140.4,202.4,24.51,94.36,6.47,116.89,apple
25.4,142.5,200.6,20.93,92.04,6.12,112.87,apple
15.0,124.3,197.8,23.31,94.87,6.27,117.79,apple
19.7,123.8,198.6,22.24,91.75,6.02,114.71,apple
23.4,131.1,194.3,22.02,92.57,6.37,109.66,apple
22.1,134.0,200.1,23.43,91.51,5.83,112.44,apple
17.4,135.0,197.9,22.73,92.35,6.06,110.2,apple
18.6,133.0,200.6,22.5,95.06,5.7,112.18,apple
13.7,134.4,196.7,22.22,91.94,6.08,109.74,apple
17.6,139.7,200.9,21.94,92.12,6.49,111.32,apple
17.2,129.1,198.4,21.91,90.58,5.66,108.35,apple
22.4,130.6,199.4,23.77,94.44,5.92,109.35,apple
16.5,136.0,199.4,22.11,91.28,5.77,114.1,apple
14.7,137.5,198.4,22.35,90.49,6.0,110.86,apple
19.8,139.9,200.5,21.71,91.43,6.18,118.99,apple
21.1,135.9,201.8,23.92,89.58,6.2,117.42,apple
14.6,128.1,197.4,21.77,91.78,6.07,116.83,apple
24.3,128.3,197.5,23.82,93.47,6.02,114.87,apple
19.9,135.1,199.0,22.77,90.23,5.79,109.11,apple
18.5,127.9,198.4,20.99,93.32,5.98,103.97,apple
16.7,134.2,198.4,21.8,92.39,6.1,105.32,apple
22.2,128.5,199.9,22.46,91.71,5.69,111.07,apple
26.5,125.7,205.0,22.24,92.55,5.67,108.64,apple
18.0,127.3,199.4,22.09,95.28,5.65,113.01,apple
21.0,127.1,202.1,22.1,88.76,6.2,106.92,apple
15.8,135.9,199.0,23.42,94.32,5.81,116.47,apple
17.0,143.7,197.9,23.53,93.77,6.09,109.15,apple
19.4,121.7,200.7,22.85,92.7,5.11,106.17,apple
17.0,134.0,200.9,22.33,93.45,5.69,115.55,apple
21.9,134.4,199.5,24.33,93.24,5.71,113.74,apple
23.0,129.6,203.3,22.88,88.99,6.09,110.47,apple
22.1,137.2,200.6,24.17,92.23,6.19,116.52,apple
19.6,136.4,198.2,22.08,90.53,6.07,114.13,apple
24.7,136.5,199.1,21.32,93.15,6.33,116.28,apple
24.3,131.4,198.6,21.76,92.42,5.98,113.53,apple
19.5,131.8,197.7,23.44,92.61,5.95,108.76,apple
14.7,139.0,201.7,20.88,93.64,6.28,113.12,apple
26.4,133.6,195.7,22.87,92.87,5.82,115.37,apple
13.3,137.5,197.4,21.52,92.33,6.13,113.32,apple
17.0,130.0,196.6,22.28,94.11,6.0,116.8,apple
25.8,129.6,199.4,24.67,94.67,5.5,114.44,apple
20.0,136.6,197.8,21.66,91.49,5.83,116.58,apple
15.3,129.4,194.6,23.51,94.41,5.9,111.01,apple
21.8,139.9,201.2,21.8,90.07,5.67,112.87,apple
17.4,133.5,198.3,21.44,90.73,6.47,116.94,apple
26.9,135.2,198.7,23.82,92.45,6.07,112.29,apple
8.2,140.5,201.5,22.83,92.41,6.05,109.51,apple
22.5,126.0,200.6,23.06,92.2,6.11,107.54,apple
16.1,133.7,202.0,20.63,93.28,5.84,111.54,apple
14.6,128.2,202.9,22.53,91.93,5.97,114.95,apple
21.8,132.1,203.3,23.47,93.12,6.02,115.79,apple
21.3,137.8,202.7,21.48,90.87,5.79,117.38,apple
13.7,134.5,201.1,23.66,92.77,5.6,107.7,apple
15.3,129.8,199.5,21.33,94.71,5.6,119.23,apple
24.7,137.0,197.9,22.84,90.58,6.27,112.13,apple
18.4,126.4,192.6,21.46,94.17,5.88,111.65,apple
22.6,141.5,204.0,21.53,89.59,6.71,123.84,apple
20.8,126.1,202.9,22.39,92.33,6.27,114.17,apple
15.3,130.9,202.0,23.01,92.89,6.28,110.69,apple
20.7,115.6,198.7,23.26,91.91,5.86,107.29,apple
24.0,135.2,202.5,20.77,92.26,5.92,111.1,apple
17.5,130.8,202.5,20.59,95.17,6.15,112.29,apple
23.6,11.7,8.7,22.14,94.55,6.98,111.8,orange
17.6,19.4,13.4,25.49,92.38,7.27,112.31,orange
22.0,21.9,12.2,22.12,93.46,6.85,106.31,orange
18.9,17.2,6.7,25.08,88.35,8.09,116.01,orange
19.0,17.5,10.6,20.73,92.79,6.94,109.62,orange
20.7,12.2,10.1,22.99,92.69,6.91,114.55,orange
18.6,18.4,12.6,22.26,92.82,6.96,114.95,orange
19.0,22.6,9.8,19.92,93.52,6.88,112.48,orange
9.1,17.5,9.1,19.31,91.67,6.77,109.81,orange
14.5,18.8,12.7,23.34,93.71,7.44,114.95,orange
27.5,15.5,8.6,24.85,93.56,7.31,117.56,orange
20.0,19.2,8.0,28.91,92.0,6.88,108.61,orange
17.4,14.6,9.0,18.4,91.32,7.78,112.94,orange
23.7,22.2,13.7,17.19,90.66,6.68,108.12,orange
18.8,15.7,10.4,22.61,91.42,6.13,106.03,orange
17.8,16.5,7.7,21.03,90.8,6.95,105.71,orange
16.6,12.3,9.7,19.9,93.86,7.16,109.72,orange
16.8,19.0,11.4,22.93,94.91,7.18,113.65,orange
20.5,20.2,8.4,21.12,93.02,7.14,112.03,orange
24.4,11.8,8.1,23.19,91.41,8.35,112.06,orange
19.7,15.4,9.0,22.59,92.67,6.82,108.91,orange
25.4,23.0,10.5,18.48,93.31,7.62,115.48,orange
22.9,23.2,10.1,24.38,91.48,7.12,115.32,orange
17.6,14.1,10.2,21.82,93.47,6.82,116.87,orange
14.8,22.5,8.5,17.11,92.86,6.9,105.56,orange
13.3,17.5,12.0,24.25,92.59,7.19,109.89,orange
14.3,11.8,9.6,22.02,93.78,7.3,112.42,orange
18.9,12.0,10.8,24.08,88.92,6.67,107.24,orange
20.5,14.3,9.9,21.87,92.26,6.71,107.44,orange
15.7,19.0,11.1,20.19,94.78,6.87,116.12,orange
17.4,9.4,10.8,23.25,92.55,6.74,109.86,orange
18.0,16.3,11.7,23.05,93.41,6.91,108.63,orange
15.4,16.0,5.0,20.73,92.38,7.23,108.93,orange
21.4,8.8,9.9,17.46,90.69,6.93,115.11,orange
21.5,17.6,10.0,20.36,91.68,7.17,104.46,orange
22.4,15.9,11.7,25.38,89.99,6.77,106.58,orange
12.7,13.4,14.9,24.33,95.38,7.33,107.03,orange
18.5,19.9,10.9,20.77,90.24,8.32,109.44,orange
18.7,18.0,9.5,22.87,94.43,6.95,105.35,orange
19.4,15.6,12.8,26.01,92.66,6.49,105.1,orange
20.1,18.8,9.3,21.06,91.61,6.99,100.47,orange
15.6,15.0,12.4,20.06,92.77,7.09,115.19,orange
25.1,17.3,9.0,20.51,92.14,6.83,112.21,orange
21.7,19.9,12.5,28.09,92.69,7.44,108.59,orange
24.7,21.7,12.0,22.78,91.5,6.44,109.84,orange
26.1,16.3,11.6,25.03,92.07,7.53,98.37,orange
15.1,13.8,8.4,23.51,92.94,7.16,112.38,orange
16.2,12.6,10.8,20.61,90.14,7.39,115.58,orange
26.2,18.2,11.3,26.61,91.54,7.44,111.1,orange
23.7,18.2,12.6,23.17,90.27,7.58,106.21,orange
25.0,17.1,12.4,25.9,93.15,7.2,111.69,orange
11.9,18.0,7.8,23.01,90.79,6.53,116.42,orange
24.3,17.5,10.4,21.76,93.35,6.73,113.97,orange
19.0,15.8,10.0,20.73,92.99,6.79,111.87,orange
24.9,14.6,9.7,23.88,91.85,7.19,112.22,orange
24.3,15.1,8.1,21.58,91.05,7.23,105.35,orange
29.3,22.7,10.0,25.1,90.04,8.01,107.64,orange
19.5,10.1,11.0,19.18,92.65,6.78,105.69,orange
16.8,18.4,7.4,20.25,93.49,8.04,111.91,orange
16.3,16.0,10.1,21.45,93.85,7.09,113.63,orange
18.7,22.8,9.7,19.59,95.77,6.27,107.05,orange
17.5,27.5,13.6,26.98,92.0,7.97,111.47,orange
23.9,18.2,9.9,21.74,92.19,7.24,111.47,orange
19.9,23.5,5.0,24.03,93.58,7.46,109.74,orange
20.8,21.4,13.0,21.6,92.9,7.67,101.5,orange
17.2,23.4,12.2,24.07,91.83,6.65,107.64,orange
26.2,15.0,10.2,20.24,93.76,6.78,109.61,orange
13.3,11.0,10.0,18.52,95.66,6.18,106.8,orange
20.1,16.0,7.8,19.63,91.01,6.89,117.81,orange
20.3,22.2,11.0,25.84,88.3,6.88,115.23,orange
17.7,24.5,13.0,21.09,91.75,6.59,107.48,orange
15.1,19.2,7.1,24.31,93.44,6.34,116.2,orange
22.1,20.5,8.5,24.37,94.19,6.96,118.01,orange
20.2,22.1,10.6,24.26,89.99,7.15,107.06,orange
16.6,24.5,9.6,19.49,91.96,6.48,115.74,orange
17.2,19.6,12.7,21.0,93.3,6.59,119.78,orange
23.7,16.7,8.5,22.16,91.99,7.78,105.1,orange
20.5,17.4,9.8,22.17,92.33,7.35,112.44,orange
21.7,5.4,10.6,17.53,93.47,7.59,106.3,orange
19.0,15.1,12.5,22.79,95.09,7.17,110.97,orange
20.3,20.8,6.5,22.76,92.39,7.29,109.25,orange
15.8,17.5,7.8,16.72,93.59,7.23,111.87,orange
25.2,14.8,7.1,22.29,91.98,6.66,109.68,orange
17.6,10.2,9.1,19.09,92.85,6.74,114.45,orange
26.4,20.2,6.9,27.02,94.86,7.01,115.29,orange
17.8,10.0,8.5,27.69,90.26,7.0,110.14,orange
17.9,15.7,10.1,20.81,90.37,7.09,114.29,orange
23.5,14.3,7.5,21.65,94.85,7.26,112.82,orange
23.6,19.2,10.2,24.49,91.68,6.43,112.89,orange
25.0,13.0,11.6,27.54,92.5,6.67,110.49,orange
17.8,15.0,10.9,17.69,90.33,7.01,109.91,orange
21.4,25.0,10.2,24.29,91.04,7.31,107.89,orange
20.3,17.1,12.1,18.57,89.08,6.91,111.87,orange
20.6,22.4,10.9,20.81,89.01,6.91,114.11,orange
18.4,17.6,10.8,19.45,93.43,7.65,109.31,orange
15.5,17.2,5.6,23.51,93.18,7.67,109.22,orange
21.6,14.1,9.3,17.92,92.21,6.88,111.2,orange
17.5,17.8,9.3,21.51,92.62,7.02,113.04,orange
19.5,16.1,9.6,20.36,91.96,7.81,106.35,orange
18.9,16.0,9.5,21.51,92.92,6.32,114.15,orange
53.8,51.3,43.2,30.57,92.14,7.27,155.87,papaya
39.2,54.1,49.8,34.26,90.53,6.72,130.65,papaya
43.4,58.8,52.3,36.02,93.36,6.65,159.29,papaya
51.9,58.2,48.2,32.01,92.61,7.24,151.02,papaya
46.3,53.3,48.5,40.03,91.9,6.93,137.48,papaya
51.6,61.5,48.3,31.58,94.99,6.95,160.81,papaya
54.7,59.8,56.1,33.63,93.37,6.46,128.5,papaya
42.8,63.9,42.3,32.29,88.01,6.58,135.18,papaya
58.3,59.5,47.5,36.7,92.53,6.76,120.95,papaya
44.1,53.4,50.1,33.73,94.82,6.83,90.85,papaya
